有價證券代號,有價證券名稱,國際證券辨識號碼(ISIN Code),上市日,市場別,產業別,CFICode,備註
 上櫃認購(售)權證  ,,,,,,,
71231P,創惟元富22售01,TW22Z71231P4,2022/08/16,上櫃,,RWSCPE,
71232P,穩懋凱基24售01,TW22Z71232P2,2022/08/15,上櫃,,RWSCPE,
71233P,寶雅凱基23售01,TW22Z71233P0,2022/08/15,上櫃,,RWSCPE,
71234P,創惟元大23售04,TW22Z71234P8,2022/08/15,上櫃,,RWSCPE,
71235P,精材中信22售02,TW22Z71235P5,2022/08/15,上櫃,,RWSCPE,
71236P,健喬國票23售02,TW22Z71236P3,2022/08/15,上櫃,,RWSCPE,
71237P,創惟國票23售01,TW22Z71237P1,2022/08/15,上櫃,,RWSCPE,
71238P,精材國票23售02,TW22Z71238P9,2022/08/15,上櫃,,RWSCPE,
71239P,精材永豐22售01,TW22Z71239P7,2022/08/15,上櫃,,RWSCPE,
71240P,明安群益22售01,TW22Z71240P5,2022/08/15,上櫃,,RWSCPE,
71241P,泰博群益22售02,TW22Z71241P3,2022/08/15,上櫃,,RWSCPE,
71242P,高端統一23售05,TW22Z71242P1,2022/08/16,上櫃,,RWSCPE,
71243P,聯亞統一22售01,TW22Z71243P9,2022/08/16,上櫃,,RWSCPE,
71244P,雙鴻凱基23售02,TW22Z71244P7,2022/08/16,上櫃,,RWSCPE,
71245P,高端台新22售01,TW22Z71245P4,2022/08/16,上櫃,,RWSCPE,
71246P,神盾國票23售01,TW22Z71246P2,2022/08/16,上櫃,,RWSCPE,
71247P,台半群益22售03,TW22Z71247P0,2022/08/16,上櫃,,RWSCPE,
71248P,創惟群益22售01,TW22Z71248P8,2022/08/16,上櫃,,RWSCPE,
71249P,精材群益23售01,TW22Z71249P6,2022/08/16,上櫃,,RWSCPE,
71250P,櫃200群益22售02,TW22Z71250P4,2022/08/16,上櫃,,RWICPE,
71251P,元太群益22售03,TW22Z71251P2,2022/08/17,上櫃,,RWSCPE,
71252P,普誠群益22售03,TW22Z71252P0,2022/08/17,上櫃,,RWSCPE,
71253P,晶宏群益23售02,TW22Z71253P8,2022/08/17,上櫃,,RWSCPE,
71254P,驊訊群益23售02,TW22Z71254P6,2022/08/17,上櫃,,RWSCPE,
71255P,良維元富22售01,TW22Z71255P3,2022/08/17,上櫃,,RWSCPE,
71256P,台星科凱基24售01,TW22Z71256P1,2022/08/17,上櫃,,RWSCPE,
71257P,宏捷科凱基23售02,TW22Z71257P9,2022/08/17,上櫃,,RWSCPE,
71258P,胡連凱基23售04,TW22Z71258P7,2022/08/17,上櫃,,RWSCPE,
71259P,精材麥證24售01,TW22Z71259P5,2022/08/17,上櫃,,RWSCPE,
71260P,大樹國票23售04,TW22Z71260P3,2022/08/17,上櫃,,RWSCPE,
71261P,創惟國票23售02,TW22Z71261P1,2022/08/17,上櫃,,RWSCPE,
71262P,元太元大23售32,TW22Z71262P9,2022/08/17,上櫃,,RWSCPE,
71263P,元太元大23售33,TW22Z71263P7,2022/08/17,上櫃,,RWSCPE,
71264P,鈺創元富22售01,TW22Z71264P5,2022/08/18,上櫃,,RWSCPE,
71265P,M31群益24售03,TW22Z71265P2,2022/08/19,上櫃,,RWSCPE,
71266P,台半群益22售04,TW22Z71266P0,2022/08/18,上櫃,,RWSCPE,
71267P,M31國票23售03,TW22Z71267P8,2022/08/19,上櫃,,RWSCPE,
71268P,精材元大23售01,TW22Z71268P6,2022/08/18,上櫃,,RWSCPE,
71269P,晶宏中信22售01,TW22Z71269P4,2022/08/18,上櫃,,RWSCPE,
71270P,大樹群益24售01,TW22Z71270P2,2022/08/19,上櫃,,RWSCPE,
71271P,群聯群益22售01,TW22Z71271P0,2022/08/19,上櫃,,RWSCPE,
71272P,元太元大23售34,TW22Z71272P8,2022/08/19,上櫃,,RWSCPE,
71273P,朋程元大23售05,TW22Z71273P6,2022/08/19,上櫃,,RWSCPE,
71274P,茂迪群益22售01,TW22Z71274P4,2022/08/22,上櫃,,RWSCPE,
71275P,合晶元富22售03,TW22Z71275P1,2022/08/22,上櫃,,RWSCPE,
71276P,合晶元富22售04,TW22Z71276P9,2022/08/22,上櫃,,RWSCPE,
71277P,閎康元富22售03,TW22Z71277P7,2022/08/22,上櫃,,RWSCPE,
71278P,合晶凱基22售02,TW22Z71278P5,2022/08/22,上櫃,,RWSCPE,
71279P,朋程凱基23售03,TW22Z71279P3,2022/08/22,上櫃,,RWSCPE,
71280P,鈺創凱基23售03,TW22Z71280P1,2022/08/22,上櫃,,RWSCPE,
71281P,同致統一23售02,TW22Z71281P9,2022/08/22,上櫃,,RWSCPE,
71282P,長聖國票23售03,TW22Z71282P7,2022/08/22,上櫃,,RWSCPE,
71283P,廣積國票23售04,TW22Z71283P5,2022/08/22,上櫃,,RWSCPE,
71284P,元太元大22售02,TW22Z71284P3,2022/08/22,上櫃,,RWSCPE,
71285P,台半元大22售01,TW22Z71285P0,2022/08/22,上櫃,,RWSCPE,
71286P,元太群益22售04,TW22Z71286P8,2022/08/23,上櫃,,RWSCPE,
71287P,元太統一22售07,TW22Z71287P6,2022/08/23,上櫃,,RWSCPE,
71288P,元太統一22售08,TW22Z71288P4,2022/08/23,上櫃,,RWSCPE,
71289P,元太統一22售09,TW22Z71289P2,2022/08/23,上櫃,,RWSCPE,
71290P,元太統一23售05,TW22Z71290P0,2022/08/23,上櫃,,RWSCPE,
71291P,健喬統一23售02,TW22Z71291P8,2022/08/23,上櫃,,RWSCPE,
71292P,環球晶統一23售04,TW22Z71292P6,2022/08/23,上櫃,,RWSCPE,
71293P,宏捷科元大22售01,TW22Z71293P4,2022/08/23,上櫃,,RWSCPE,
71294P,精材元大22售01,TW22Z71294P2,2022/08/23,上櫃,,RWSCPE,
71295P,大樹國票23售05,TW22Z71295P9,2022/08/23,上櫃,,RWSCPE,
71296P,中美晶國票23售03,TW22Z71296P7,2022/08/23,上櫃,,RWSCPE,
71297P,元太國票23售09,TW22Z71297P5,2022/08/23,上櫃,,RWSCPE,
71298P,同致國票23售02,TW22Z71298P3,2022/08/23,上櫃,,RWSCPE,
71299P,家登國票22售01,TW22Z71299P1,2022/08/23,上櫃,,RWSCPE,
71300P,驊訊國票23售01,TW22Z71300P7,2022/08/23,上櫃,,RWSCPE,
71301P,聯亞康和23售01,TW22Z71301P5,2022/08/23,上櫃,,RWSCPE,
71302P,中光電元富22售02,TW22Z71302P3,2022/08/23,上櫃,,RWSCPE,
71303P,元太元富22售09,TW22Z71303P1,2022/08/23,上櫃,,RWSCPE,
71304P,元太元富22售10,TW22Z71304P9,2022/08/23,上櫃,,RWSCPE,
71305P,元太元富22售11,TW22Z71305P6,2022/08/23,上櫃,,RWSCPE,
71306P,元太元富22售12,TW22Z71306P4,2022/08/23,上櫃,,RWSCPE,
71307P,杰力元富22售01,TW22Z71307P2,2022/08/23,上櫃,,RWSCPE,
71308P,家登元富22售01,TW22Z71308P0,2022/08/23,上櫃,,RWSCPE,
71309P,緯軟元富22售02,TW22Z71309P8,2022/08/23,上櫃,,RWSCPE,
71310P,元太富邦23售03,TW22Z71310P6,2022/08/23,上櫃,,RWSCPE,
71311P,力旺中信23售02,TW22Z71311P4,2022/08/24,上櫃,,RWSCPE,
71312P,元太中信23售02,TW22Z71312P2,2022/08/24,上櫃,,RWSCPE,
71313P,力旺凱基24售04,TW22Z71313P0,2022/08/24,上櫃,,RWSCPE,
71314P,力旺凱基24售05,TW22Z71314P8,2022/08/24,上櫃,,RWSCPE,
71315P,力旺凱基24售06,TW22Z71315P5,2022/08/24,上櫃,,RWSCPE,
71316P,元太凱基22售11,TW22Z71316P3,2022/08/24,上櫃,,RWSCPE,
71317P,元太康和24售03,TW22Z71317P1,2022/08/24,上櫃,,RWSCPE,
71318P,力旺統一23售02,TW22Z71318P9,2022/08/24,上櫃,,RWSCPE,
71319P,元太統一22售11,TW22Z71319P7,2022/08/24,上櫃,,RWSCPE,
71320P,元太統一24售04,TW22Z71320P5,2022/08/24,上櫃,,RWSCPE,
71321P,大江元富22售02,TW22Z71321P3,2022/08/24,上櫃,,RWSCPE,
71322P,合晶元富22售06,TW22Z71322P1,2022/08/24,上櫃,,RWSCPE,
71323P,宜鼎元富22售02,TW22Z71323P9,2022/08/24,上櫃,,RWSCPE,
71324P,欣銓元富22售02,TW22Z71324P7,2022/08/24,上櫃,,RWSCPE,
71325P,海韻電元富22售02,TW22Z71325P4,2022/08/24,上櫃,,RWSCPE,
71326P,神盾元富22售02,TW22Z71326P2,2022/08/24,上櫃,,RWSCPE,
71327P,華景電元富22售02,TW22Z71327P0,2022/08/24,上櫃,,RWSCPE,
71328P,萬泰科元富22售02,TW22Z71328P8,2022/08/24,上櫃,,RWSCPE,
71329P,群聯元富22售03,TW22Z71329P6,2022/08/24,上櫃,,RWSCPE,
71330P,元太麥證22售01,TW22Z71330P4,2022/08/24,上櫃,,RWSCPE,
71331P,元太元大22售03,TW22Z71331P2,2022/08/24,上櫃,,RWSCPE,
71332P,台半元大22售03,TW22Z71332P0,2022/08/24,上櫃,,RWSCPE,
71333P,中天國票23售02,TW22Z71333P8,2022/08/25,上櫃,,RWSCPE,
71334P,台半國票23售05,TW22Z71334P6,2022/08/25,上櫃,,RWSCPE,
71335P,合一國票23售03,TW22Z71335P3,2022/08/25,上櫃,,RWSCPE,
71336P,同致群益23售01,TW22Z71336P1,2022/08/25,上櫃,,RWSCPE,
71337P,環球晶群益22售03,TW22Z71337P9,2022/08/25,上櫃,,RWSCPE,
71338P,台康元富22售02,TW22Z71338P7,2022/08/25,上櫃,,RWSCPE,
71339P,中天統一22售02,TW22Z71339P5,2022/08/25,上櫃,,RWSCPE,
71340P,合一統一22售01,TW22Z71340P3,2022/08/25,上櫃,,RWSCPE,
71341P,元太元大22售05,TW22Z71341P1,2022/08/25,上櫃,,RWSCPE,
71342P,合一元富23售03,TW22Z71342P9,2022/08/26,上櫃,,RWSCPE,
71343P,元太凱基23售09,TW22Z71343P7,2022/08/26,上櫃,,RWSCPE,
71344P,穩懋凱基23售05,TW22Z71344P5,2022/08/26,上櫃,,RWSCPE,
71345P,中探針國票23售04,TW22Z71345P2,2022/08/26,上櫃,,RWSCPE,
71346P,合一國票23售05,TW22Z71346P0,2022/08/26,上櫃,,RWSCPE,
71347P,健喬國票23售03,TW22Z71347P8,2022/08/26,上櫃,,RWSCPE,
71348P,譜瑞國票23售04,TW22Z71348P6,2022/08/26,上櫃,,RWSCPE,
71349P,元太群益23售08,TW22Z71349P4,2022/08/26,上櫃,,RWSCPE,
71350P,元太元大23售36,TW22Z71350P2,2022/08/26,上櫃,,RWSCPE,
71351P,元太元大23售37,TW22Z71351P0,2022/08/26,上櫃,,RWSCPE,
71352P,群聯元大23售05,TW22Z71352P8,2022/08/26,上櫃,,RWSCPE,
71353P,廣積元大23售01,TW22Z71353P6,2022/08/26,上櫃,,RWSCPE,
71354P,驊訊元大23售01,TW22Z71354P4,2022/08/26,上櫃,,RWSCPE,
71355P,元太統一23售06,TW22Z71355P1,2022/08/26,上櫃,,RWSCPE,
71356P,台康元富23售02,TW22Z71356P9,2022/08/29,上櫃,,RWSCPE,
71357P,合一元富23售04,TW22Z71357P7,2022/08/29,上櫃,,RWSCPE,
71358P,譜瑞元富23售01,TW22Z71358P5,2022/08/29,上櫃,,RWSCPE,
71359P,博智凱基23售03,TW22Z71359P3,2022/08/29,上櫃,,RWSCPE,
71360P,群聯凱基23售04,TW22Z71360P1,2022/08/29,上櫃,,RWSCPE,
71361P,廣積凱基23售02,TW22Z71361P9,2022/08/29,上櫃,,RWSCPE,
71362P,台康群益23售02,TW22Z71362P7,2022/08/29,上櫃,,RWSCPE,
71363P,中天統一23售07,TW22Z71363P5,2022/08/29,上櫃,,RWSCPE,
71364P,中天統一23售08,TW22Z71364P3,2022/08/29,上櫃,,RWSCPE,
71365P,合一統一23售09,TW22Z71365P0,2022/08/29,上櫃,,RWSCPE,
71366P,合一統一23售10,TW22Z71366P8,2022/08/29,上櫃,,RWSCPE,
71367P,中天國票23售03,TW22Z71367P6,2022/08/29,上櫃,,RWSCPE,
71368P,中天國票23售04,TW22Z71368P4,2022/08/29,上櫃,,RWSCPE,
71369P,中天國票23售05,TW22Z71369P2,2022/08/29,上櫃,,RWSCPE,
71370P,台康國票23售02,TW22Z71370P0,2022/08/29,上櫃,,RWSCPE,
71371P,合一國票23售07,TW22Z71371P8,2022/08/29,上櫃,,RWSCPE,
71372P,合一國票23售08,TW22Z71372P6,2022/08/29,上櫃,,RWSCPE,
71373P,合一國票25售04,TW22Z71373P4,2022/08/29,上櫃,,RWSCPE,
71374P,元太元大23售39,TW22Z71374P2,2022/08/29,上櫃,,RWSCPE,
71375P,同致元大23售03,TW22Z71375P9,2022/08/29,上櫃,,RWSCPE,
71376P,鈊象元大23售03,TW22Z71376P7,2022/08/29,上櫃,,RWSCPE,
71377P,元太群益23售09,TW22Z71377P5,2022/08/30,上櫃,,RWSCPE,
71378P,鈺創群益23售03,TW22Z71378P3,2022/08/30,上櫃,,RWSCPE,
71379P,榮剛群益23售01,TW22Z71379P1,2022/08/30,上櫃,,RWSCPE,
71380P,台半凱基23售02,TW22Z71380P9,2022/08/30,上櫃,,RWSCPE,
71381P,信驊凱基23售03,TW22Z71381P7,2022/08/30,上櫃,,RWSCPE,
71382P,中天國票23售08,TW22Z71382P5,2022/08/30,上櫃,,RWSCPE,
71383P,中天國票25售03,TW22Z71383P3,2022/08/30,上櫃,,RWSCPE,
71384P,驊訊國票23售02,TW22Z71384P1,2022/08/30,上櫃,,RWSCPE,
71385P,台康統一23售05,TW22Z71385P8,2022/08/30,上櫃,,RWSCPE,
71386P,中美晶元大23售08,TW22Z71386P6,2022/08/30,上櫃,,RWSCPE,
71387P,元太中信23售03,TW22Z71387P4,2022/08/30,上櫃,,RWSCPE,
71388P,元太國泰25售01,TW22Z71388P2,2022/08/30,上櫃,,RWSCPE,
71389P,明基醫國票23售01,TW22Z71389P0,2022/08/31,上櫃,,RWSCPE,
71390P,元太康和23售04,TW22Z71390P8,2022/08/31,上櫃,,RWSCPE,
71391P,台康元富23售04,TW22Z71391P6,2022/08/31,上櫃,,RWSCPE,
71392P,中美晶凱基23售04,TW22Z71392P4,2022/08/31,上櫃,,RWSCPE,
71393P,元太凱基25售06,TW22Z71393P2,2022/08/31,上櫃,,RWSCPE,
71394P,環球晶凱基23售07,TW22Z71394P0,2022/08/31,上櫃,,RWSCPE,
71395P,台康統一23售07,TW22Z71395P7,2022/08/31,上櫃,,RWSCPE,
71396P,大樹元大23售05,TW22Z71396P5,2022/08/31,上櫃,,RWSCPE,
71397P,家登元大23售06,TW22Z71397P3,2022/08/31,上櫃,,RWSCPE,
71398P,譜瑞元大23售09,TW22Z71398P1,2022/08/31,上櫃,,RWSCPE,
71399P,台康統一23售08,TW22Z71399P9,2022/09/01,上櫃,,RWSCPE,
71400P,台康統一23售09,TW22Z71400P5,2022/09/01,上櫃,,RWSCPE,
71401P,台康統一23售10,TW22Z71401P3,2022/09/01,上櫃,,RWSCPE,
71402P,台康國票23售03,TW22Z71402P1,2022/09/01,上櫃,,RWSCPE,
71403P,胡連國票23售04,TW22Z71403P9,2022/09/01,上櫃,,RWSCPE,
71404P,大樹群益23售02,TW22Z71404P7,2022/09/01,上櫃,,RWSCPE,
71405P,中探針群益28售01,TW22Z71405P4,2022/09/01,上櫃,,RWSCPE,
71406P,元太群益23售10,TW22Z71406P2,2022/09/01,上櫃,,RWSCPE,
71407P,台康群益25售01,TW22Z71407P0,2022/09/01,上櫃,,RWSCPE,
71408P,宜特群益23售01,TW22Z71408P8,2022/09/01,上櫃,,RWSCPE,
71409P,元太元大23售40,TW22Z71409P6,2022/09/01,上櫃,,RWSCPE,
71410P,元太國票24售01,TW22Z71410P4,2022/09/02,上櫃,,RWSCPE,
71411P,家登國票24售01,TW22Z71411P2,2022/09/02,上櫃,,RWSCPE,
71412P,元太凱基24售03,TW22Z71412P0,2022/09/02,上櫃,,RWSCPE,
71413P,頎邦凱基23售01,TW22Z71413P8,2022/09/02,上櫃,,RWSCPE,
71414P,博智群益24售02,TW22Z71414P6,2022/09/02,上櫃,,RWSCPE,
71415P,群聯富邦24售03,TW22Z71415P3,2022/09/02,上櫃,,RWSCPE,
71416P,大樹國票24售01,TW22Z71416P1,2022/09/05,上櫃,,RWSCPE,
71417P,亞信國票24售01,TW22Z71417P9,2022/09/05,上櫃,,RWSCPE,
71418P,鈊象國票24售01,TW22Z71418P7,2022/09/05,上櫃,,RWSCPE,
71419P,精材國票24售01,TW22Z71419P5,2022/09/05,上櫃,,RWSCPE,
71420P,元太群益23售11,TW22Z71420P3,2022/09/05,上櫃,,RWSCPE,
71421P,伍豐群益25售01,TW22Z71421P1,2022/09/05,上櫃,,RWSCPE,
71422P,同致群益23售02,TW22Z71422P9,2022/09/05,上櫃,,RWSCPE,
71423P,明安群益23售01,TW22Z71423P7,2022/09/05,上櫃,,RWSCPE,
71424P,中美晶元大23售09,TW22Z71424P5,2022/09/05,上櫃,,RWSCPE,
71425P,茂達元大23售04,TW22Z71425P2,2022/09/05,上櫃,,RWSCPE,
71426P,信驊麥證23售01,TW22Z71426P0,2022/09/06,上櫃,,RWSCPE,
71427P,晟德麥證23售01,TW22Z71427P8,2022/09/06,上櫃,,RWSCPE,
71428P,中光電元富23售03,TW22Z71428P6,2022/09/06,上櫃,,RWSCPE,
71429P,茂達凱基23售03,TW22Z71429P4,2022/09/06,上櫃,,RWSCPE,
71430P,穩懋凱基24售02,TW22Z71430P2,2022/09/06,上櫃,,RWSCPE,
71431P,胡連群益24售02,TW22Z71431P0,2022/09/06,上櫃,,RWSCPE,
71432P,健喬群益23售03,TW22Z71432P8,2022/09/06,上櫃,,RWSCPE,
71433P,家登元大23售08,TW22Z71433P6,2022/09/06,上櫃,,RWSCPE,
71434P,力旺凱基23售04,TW22Z71434P4,2022/09/07,上櫃,,RWSCPE,
71435P,世界凱基23售03,TW22Z71435P1,2022/09/07,上櫃,,RWSCPE,
71436P,立端凱基23售03,TW22Z71436P9,2022/09/07,上櫃,,RWSCPE,
71437P,鈊象凱基23售02,TW22Z71437P7,2022/09/07,上櫃,,RWSCPE,
71438P,力旺群益23售03,TW22Z71438P5,2022/09/07,上櫃,,RWSCPE,
71439P,力旺群益23售04,TW22Z71439P3,2022/09/07,上櫃,,RWSCPE,
71440P,信驊群益23售04,TW22Z71440P1,2022/09/07,上櫃,,RWSCPE,
71441P,環球晶群益23售01,TW22Z71441P9,2022/09/07,上櫃,,RWSCPE,
71442P,環球晶元富23售01,TW22Z71442P7,2022/09/07,上櫃,,RWSCPE,
71443P,力旺國票23售02,TW22Z71443P5,2022/09/07,上櫃,,RWSCPE,
71444P,力旺國票24售02,TW22Z71444P3,2022/09/07,上櫃,,RWSCPE,
71445P,力旺國票25售01,TW22Z71445P0,2022/09/07,上櫃,,RWSCPE,
71446P,元太國票24售02,TW22Z71446P8,2022/09/07,上櫃,,RWSCPE,
71447P,瑞基國票24售01,TW22Z71447P6,2022/09/07,上櫃,,RWSCPE,
71448P,力旺元大23售05,TW22Z71448P4,2022/09/07,上櫃,,RWSCPE,
71449P,力旺元大23售06,TW22Z71449P2,2022/09/07,上櫃,,RWSCPE,
71450P,胡連元大23售03,TW22Z71450P0,2022/09/07,上櫃,,RWSCPE,
71451P,博智群益23售01,TW22Z71451P8,2022/09/08,上櫃,,RWSCPE,
71452P,伍豐中信23售01,TW22Z71452P6,2022/09/08,上櫃,,RWSCPE,
71453P,宏捷科國票24售01,TW22Z71453P4,2022/09/08,上櫃,,RWSCPE,
71454P,宜特國票24售03,TW22Z71454P2,2022/09/08,上櫃,,RWSCPE,
71455P,萬潤國票23售01,TW22Z71455P9,2022/09/08,上櫃,,RWSCPE,
71456P,元太元大23售41,TW22Z71456P7,2022/09/08,上櫃,,RWSCPE,
71457P,萬潤元大23售03,TW22Z71457P5,2022/09/08,上櫃,,RWSCPE,
71458P,鈊象元富23售02,TW22Z71458P3,2022/09/08,上櫃,,RWSCPE,
71459P,元太凱基25售08,TW22Z71459P1,2022/09/08,上櫃,,RWSCPE,
71460P,元太元富23售03,TW22Z71460P9,2022/09/12,上櫃,,RWSCPE,
71461P,朋程元富23售01,TW22Z71461P7,2022/09/12,上櫃,,RWSCPE,
71462P,家登凱基23售03,TW22Z71462P5,2022/09/12,上櫃,,RWSCPE,
71463P,鈊象國票24售02,TW22Z71463P3,2022/09/12,上櫃,,RWSCPE,
71464P,元太群益23售14,TW22Z71464P1,2022/09/12,上櫃,,RWSCPE,
71465P,明安群益23售03,TW22Z71465P8,2022/09/12,上櫃,,RWSCPE,
71466P,長聖群益24售01,TW22Z71466P6,2022/09/12,上櫃,,RWSCPE,
71467P,元太元大23售42,TW22Z71467P4,2022/09/12,上櫃,,RWSCPE,
71468P,亞信元大23售03,TW22Z71468P2,2022/09/12,上櫃,,RWSCPE,
71469P,信驊元大23售06,TW22Z71469P0,2022/09/12,上櫃,,RWSCPE,
71470P,頎邦元大23售03,TW22Z71470P8,2022/09/12,上櫃,,RWSCPE,
71471P,驊訊元大23售03,TW22Z71471P6,2022/09/12,上櫃,,RWSCPE,
71472P,中天群益23售05,TW22Z71472P4,2022/09/13,上櫃,,RWSCPE,
71473P,中天群益23售06,TW22Z71473P2,2022/09/13,上櫃,,RWSCPE,
71474P,中美晶群益23售02,TW22Z71474P0,2022/09/13,上櫃,,RWSCPE,
71475P,世界群益25售01,TW22Z71475P7,2022/09/13,上櫃,,RWSCPE,
71476P,鈊象群益23售02,TW22Z71476P5,2022/09/13,上櫃,,RWSCPE,
71477P,精材群益23售02,TW22Z71477P3,2022/09/13,上櫃,,RWSCPE,
71478P,台半凱基24售01,TW22Z71478P1,2022/09/13,上櫃,,RWSCPE,
71479P,同致凱基24售01,TW22Z71479P9,2022/09/13,上櫃,,RWSCPE,
71480P,信驊凱基23售05,TW22Z71480P7,2022/09/13,上櫃,,RWSCPE,
71481P,家登凱基23售04,TW22Z71481P5,2022/09/13,上櫃,,RWSCPE,
71482P,晶宏凱基25售02,TW22Z71482P3,2022/09/13,上櫃,,RWSCPE,
71483P,環球晶凱基24售03,TW22Z71483P1,2022/09/13,上櫃,,RWSCPE,
71484P,驊訊凱基25售01,TW22Z71484P9,2022/09/13,上櫃,,RWSCPE,
71485P,明安國票23售01,TW22Z71485P6,2022/09/13,上櫃,,RWSCPE,
71486P,朋程國票23售02,TW22Z71486P4,2022/09/13,上櫃,,RWSCPE,
71487P,杰力國票24售01,TW22Z71487P2,2022/09/13,上櫃,,RWSCPE,
71488P,台半康和24售01,TW22Z71488P0,2022/09/13,上櫃,,RWSCPE,
71489P,鈊象元大23售07,TW22Z71489P8,2022/09/13,上櫃,,RWSCPE,
71490P,寶雅元大23售05,TW22Z71490P6,2022/09/13,上櫃,,RWSCPE,
71491P,中天統一25售04,TW22Z71491P4,2022/09/13,上櫃,,RWSCPE,
71492P,穩懋富邦25售01,TW22Z71492P2,2022/09/13,上櫃,,RWSCPE,
71493P,元太凱基24售04,TW22Z71493P0,2022/09/14,上櫃,,RWSCPE,
71494P,明安凱基23售02,TW22Z71494P8,2022/09/14,上櫃,,RWSCPE,
71495P,鈊象凱基23售04,TW22Z71495P5,2022/09/14,上櫃,,RWSCPE,
71496P,萬潤凱基23售02,TW22Z71496P3,2022/09/14,上櫃,,RWSCPE,
71497P,網家凱基23售03,TW22Z71497P1,2022/09/14,上櫃,,RWSCPE,
71498P,撼訊凱基24售01,TW22Z71498P9,2022/09/14,上櫃,,RWSCPE,
71499P,台康統一23售11,TW22Z71499P7,2022/09/14,上櫃,,RWSCPE,
71500P,中天群益23售09,TW22Z71500P2,2022/09/14,上櫃,,RWSCPE,
71501P,元太群益23售15,TW22Z71501P0,2022/09/14,上櫃,,RWSCPE,
71502P,台康群益23售04,TW22Z71502P8,2022/09/14,上櫃,,RWSCPE,
71503P,信驊群益23售05,TW22Z71503P6,2022/09/14,上櫃,,RWSCPE,
71504P,驊訊群益23售03,TW22Z71504P4,2022/09/14,上櫃,,RWSCPE,
71505P,同致國票24售01,TW22Z71505P1,2022/09/14,上櫃,,RWSCPE,
71506P,寶雅國票23售03,TW22Z71506P9,2022/09/14,上櫃,,RWSCPE,
71507P,元太元大23售43,TW22Z71507P7,2022/09/14,上櫃,,RWSCPE,
71508P,朋程元大23售07,TW22Z71508P5,2022/09/14,上櫃,,RWSCPE,
71509P,欣銓凱基23售02,TW22Z71509P3,2022/09/15,上櫃,,RWSCPE,
71510P,威剛凱基23售01,TW22Z71510P1,2022/09/15,上櫃,,RWSCPE,
71511P,聯亞凱基24售03,TW22Z71511P9,2022/09/15,上櫃,,RWSCPE,
71512P,台康群益23售05,TW22Z71512P7,2022/09/15,上櫃,,RWSCPE,
71513P,漢磊統一23售02,TW22Z71513P5,2022/09/15,上櫃,,RWSCPE,
71514P,聯亞元富23售02,TW22Z71514P3,2022/09/15,上櫃,,RWSCPE,
71515P,元太元大23售44,TW22Z71515P0,2022/09/15,上櫃,,RWSCPE,
71516P,漢磊元大23售03,TW22Z71516P8,2022/09/15,上櫃,,RWSCPE,
71517P,環球晶元大23售13,TW22Z71517P6,2022/09/15,上櫃,,RWSCPE,
71518P,元太凱基23售12,TW22Z71518P4,2022/09/16,上櫃,,RWSCPE,
71519P,環球晶凱基25售04,TW22Z71519P2,2022/09/16,上櫃,,RWSCPE,
71520P,元太群益23售16,TW22Z71520P0,2022/09/16,上櫃,,RWSCPE,
71521P,漢磊群益23售07,TW22Z71521P8,2022/09/16,上櫃,,RWSCPE,
71522P,漢磊群益23售08,TW22Z71522P6,2022/09/16,上櫃,,RWSCPE,
71523P,元太第一29售01,TW22Z71523P4,2022/09/16,上櫃,,RWSCPE,
71524P,元太中信23售04,TW22Z71524P2,2022/09/19,上櫃,,RWSCPE,
71525P,漢磊凱基25售02,TW22Z71525P9,2022/09/19,上櫃,,RWSCPE,
71526P,岳豐國票23售01,TW22Z71526P7,2022/09/19,上櫃,,RWSCPE,
71527P,明基醫國票23售04,TW22Z71527P5,2022/09/19,上櫃,,RWSCPE,
71528P,智擎國票23售04,TW22Z71528P3,2022/09/19,上櫃,,RWSCPE,
71529P,環球晶國票23售01,TW22Z71529P1,2022/09/19,上櫃,,RWSCPE,
71530P,環球晶國票24售03,TW22Z71530P9,2022/09/19,上櫃,,RWSCPE,
71531P,台半元大23售07,TW22Z71531P7,2022/09/19,上櫃,,RWSCPE,
71532P,明安元大23售04,TW22Z71532P5,2022/09/19,上櫃,,RWSCPE,
71533P,信驊元大23售09,TW22Z71533P3,2022/09/19,上櫃,,RWSCPE,
71534P,鈺創元大23售03,TW22Z71534P1,2022/09/19,上櫃,,RWSCPE,
71535P,漢磊元大23售04,TW22Z71535P8,2022/09/19,上櫃,,RWSCPE,
71536P,家登群益23售01,TW22Z71536P6,2022/09/19,上櫃,,RWSCPE,
71537P,智擎群益23售04,TW22Z71537P4,2022/09/19,上櫃,,RWSCPE,
71538P,環球晶群益23售02,TW22Z71538P2,2022/09/19,上櫃,,RWSCPE,
71539P,聯亞群益23售03,TW22Z71539P0,2022/09/19,上櫃,,RWSCPE,
71540P,中天國票23售09,TW22Z71540P8,2022/09/20,上櫃,,RWSCPE,
71541P,波若威國票24售01,TW22Z71541P6,2022/09/20,上櫃,,RWSCPE,
71542P,鈊象國票23售02,TW22Z71542P4,2022/09/20,上櫃,,RWSCPE,
71543P,元太群益23售17,TW22Z71543P2,2022/09/20,上櫃,,RWSCPE,
71544P,立端群益23售02,TW22Z71544P0,2022/09/20,上櫃,,RWSCPE,
71545P,大樹凱基23售02,TW22Z71545P7,2022/09/20,上櫃,,RWSCPE,
71546P,台半凱基23售04,TW22Z71546P5,2022/09/20,上櫃,,RWSCPE,
